projectuserassignment_id,duedate,is_active,created_on,modified_on,created_by,modifeid_by,org,project,user,is_deleted ,project_status,project_feedback_stars,project_feedback_description
21638fe7-a0b2-4eed-99fe-16682aeedab9,2018-10-02 00:00:00+00,t,2018-10-02 02:01:14.686426+00,2018-12-11 17:10:13.267329+00,c8b9d0d7-7ab7-459a-a5da-34ec7a2053d1,,8448ff33-37a5-458e-875e-07088484527c,f5814285-7324-4fa5-8f61-e59e35d7058c,39822b25-c6ca-4fb2-807e-08ae0968de8f,f,3,1,"NEEDS WORK

Looks great!"
dc0206f8-02dd-46d1-b883-acf1830baff7,,t,2018-12-11 02:33:34.433485+00,2018-12-11 03:31:02.036321+00,6c01d9ab-be46-4aa5-bf7f-889bc68daf30,,8448ff33-37a5-458e-875e-07088484527c,464e4752-98e3-403c-a526-8837e8200a98,39ecef25-3921-4972-8847-0185874d64de,f,2,5,five star review!
d208648e-1ced-4426-8bbc-256e63330c35,2019-04-25 00:00:00+00,t,2019-04-24 18:15:24.494797+00,,f5037f58-23fb-4758-ab94-e70e199c051d,,22dfbbaf-ceb1-4188-9126-affd2b99dd60,11fb24d2-05c6-4ff4-b7d3-b537ce40a065,f5037f58-23fb-4758-ab94-e70e199c051d,f,,,
b6c0bd4a-6d52-4b37-8638-3a096214105b,2019-08-01 00:00:00+00,t,2019-07-26 15:18:16.434873+00,2019-07-26 15:49:48.972994+00,947368a3-6508-4ddd-8ddd-1607067d07de,,a6f93a51-5415-4d63-a40a-a35c374c05ba,11ee18d2-bcad-45c6-9f83-90f500cdf13b,0f1568b9-f44a-468b-8122-57f04e8dc5fb,f,3,2,Navnet feedback
8d72d13e-b92c-40fa-8644-10acd4caa5e9,2019-08-01 00:00:00+00,t,2019-07-26 15:18:16.440193+00,2019-07-26 15:50:15.21933+00,947368a3-6508-4ddd-8ddd-1607067d07de,,a6f93a51-5415-4d63-a40a-a35c374c05ba,11ee18d2-bcad-45c6-9f83-90f500cdf13b,f47a5628-a04a-4736-9f54-3dd7365dca6d,f,3,2,Vikram
433df23c-e751-41cb-a964-0924a685e68a,,t,2019-08-28 19:48:01.982222+00,2019-08-28 19:48:43.424683+00,f5037f58-23fb-4758-ab94-e70e199c051d,,22dfbbaf-ceb1-4188-9126-affd2b99dd60,598b52be-61fa-4967-8469-3ca77a5069c2,4350d923-4c24-4596-a48f-49da49200226,f,1,2,Hello this is the email from supervisor to intern in feedback for a project
d540ffad-b183-4575-90b0-b414a8a3d8cb,2019-06-05 00:00:00+00,t,2019-06-03 17:32:18.496572+00,2019-06-04 21:05:31.214223+00,15189d5b-f098-48eb-9949-6688ea392f1e,,2a900058-8e8a-4ed9-a933-3c7dd024e281,e6de53ce-1adc-4ab5-8104-adce0a090a69,f01f9e2e-9c1d-4fcd-9ec2-330fc796a967,f,3,5,Looks awesome! Thanks for helping with this.
228d2c5e-1189-4a0d-89b2-a695e4359796,2019-07-01 00:00:00+00,t,2019-06-18 14:30:59.042615+00,2019-07-26 19:21:20.435894+00,f5037f58-23fb-4758-ab94-e70e199c051d,,22dfbbaf-ceb1-4188-9126-affd2b99dd60,e60e98da-6f47-4715-84c2-a0a0c91e26f6,4350d923-4c24-4596-a48f-49da49200226,f,3,3,Great work! Let's get this into production!
500cbf8c-48df-4b71-934d-5716365b5563,2019-06-05 00:00:00+00,t,2019-06-03 17:32:18.559134+00,2019-06-04 21:12:56.74291+00,15189d5b-f098-48eb-9949-6688ea392f1e,,2a900058-8e8a-4ed9-a933-3c7dd024e281,e6de53ce-1adc-4ab5-8104-adce0a090a69,3c830d6a-1b5f-4f80-bfe5-1a5af263de15,f,3,5,Looks great! Thanks for making those changes.
