socialtype_id,socialnetwork_type,url,is_active,is_deleted ,created_on,modified_on,created_by,modifeid_by,user_id,resume_url
72de66c8-8b04-4293-94df-cd034cf5b1fe,1,http:link00021,t,f,2019-07-25 11:02:29.891185+00,,f47a5628-a04a-4736-9f54-3dd7365dca6d,f47a5628-a04a-4736-9f54-3dd7365dca6d,f47a5628-a04a-4736-9f54-3dd7365dca6d,
ffee1a30-628c-4ca0-8e7c-430c85a36fb4,1,,t,f,2019-07-31 12:22:46.128771+00,,90ea4cdf-6370-4821-b33c-5e1c15ee8551,,90ea4cdf-6370-4821-b33c-5e1c15ee8551,
be9b250f-92c4-4fba-9761-a7574b71e754,1,,t,f,2019-07-31 14:18:16.538377+00,,9338c1e9-eb65-4486-8199-eb0d3203c152,,9338c1e9-eb65-4486-8199-eb0d3203c152,
49d79b2d-9894-4f21-873a-4bf2c209473d,1,linkedin.com/in/nadiasaponara,t,f,2019-07-23 20:21:44.773645+00,,11849ee6-77d5-43d4-aefd-96ad4909f30d,11849ee6-77d5-43d4-aefd-96ad4909f30d,11849ee6-77d5-43d4-aefd-96ad4909f30d,https://symba-documentbucket.s3.amazonaws.com/11849ee6-77d5-43d4-aefd-96ad4909f30d/Saponara_Nadia_Resume_2019.docx
080f85c4-1779-4f97-b254-6179fafcf113,1,,t,f,2020-02-07 21:07:55.003224+00,,5792e4e5-dbb3-420b-8832-82a6ea35b6c5,,5792e4e5-dbb3-420b-8832-82a6ea35b6c5,
37283c41-932d-4432-bd58-988b55d4343d,1,Not Available,t,f,2019-07-24 14:30:24.736894+00,,947368a3-6508-4ddd-8ddd-1607067d07de,947368a3-6508-4ddd-8ddd-1607067d07de,947368a3-6508-4ddd-8ddd-1607067d07de,
b9b58f75-72a6-46e0-9c13-0907b8a7c21a,1,,t,f,2019-07-25 10:51:48.47681+00,,0f1568b9-f44a-468b-8122-57f04e8dc5fb,,0f1568b9-f44a-468b-8122-57f04e8dc5fb,https://symba-productiondocbucket.s3.amazonaws.com/0f1568b9-f44a-468b-8122-57f04e8dc5fb/Avenuesinc_Capability-Statement-FINAL.doc
c0ce1248-ba6d-4e4d-8095-b4e7ee417797,1,,t,f,2019-07-26 17:39:47.503405+00,,4350d923-4c24-4596-a48f-49da49200226,,4350d923-4c24-4596-a48f-49da49200226,
be8b3f64-ca53-40d9-891a-53429b855846,1,,t,f,2020-02-11 23:11:02.205612+00,,fea46a11-03af-4c8b-9ace-c1973d7ac3e4,fea46a11-03af-4c8b-9ace-c1973d7ac3e4,fea46a11-03af-4c8b-9ace-c1973d7ac3e4,https://symba-documentbucket.s3.amazonaws.com/fea46a11-03af-4c8b-9ace-c1973d7ac3e4/CollectionsDiscussion.docx
